Basis,Line,Product,,Rate,Yield,Uptime
Run Time,Line 92,1015950 A,0.57,76.21205406644386,78.81961289991857,81.78942048906049
Run Time,Line 92,1015950 A,0.58,76.25049701980618,79.33604513208759,82.7698896096096
Run Time,Line 92,1015950 A,0.59,76.26404684198661,79.85012681775557,82.99389631059631
Run Time,Line 92,1015950 A,0.6,76.27404342862,80.32298583957409,84.61237404547407
Run Time,Line 92,1015950 A,0.61,76.30122279705859,80.94900431434294,86.35282401544401
Run Time,Line 92,1015950 A,0.62,76.32620406732097,81.1576771392659,86.83133047619049
Run Time,Line 92,1015950 A,0.63,76.35780395279112,81.20644978177747,87.57020074646074
Run Time,Line 92,1015950 A,0.64,76.37804166886485,81.35276770931222,88.01117728871729
Run Time,Line 92,1015950 A,0.65,76.39992962730778,82.77869260458614,88.58819978549978
Run Time,Line 92,1015950 A,0.66,76.41478542184417,83.40817497875709,89.07374310596312
Run Time,Line 92,1015950 A,0.67,76.45311230826664,83.66602442553878,89.81730461604461
Run Time,Line 92,1015950 A,0.68,76.47392670617381,83.97705053864486,90.10347024453024
Run Time,Line 92,1015950 A,0.69,76.57392941257552,84.13372414039607,90.53858273702275
Run Time,Line 92,1015950 A,0.7,76.63466105991829,84.39641354599893,91.15078953238952
Run Time,Line 92,1015950 A,0.71,76.67774448385069,84.6068784176847,92.02218732732733
Run Time,Line 92,1015950 A,0.72,76.69087700373096,84.6068784176847,92.5382237065637
Run Time,Line 92,1015950 A,0.73,76.6952719312868,84.92574856247498,92.89006669240669
Run Time,Line 92,1015950 A,0.74,76.75645403174782,85.17494960000013,93.20672537966537
Run Time,Line 92,1015950 A,0.75,76.76405399586572,85.35376877974558,93.50227348777351
Run Time,Line 92,1015950 A,0.76,76.76810756957147,85.46149335119668,94.47453293865294
Run Time,Line 92,1015950 A,0.77,76.77137466802942,86.22584231217415,97.10631847275849
Run Time,Line 92,1015950 A,0.78,76.78317954862284,86.48062529916665,97.88389147147149
Run Time,Line 92,1015950 A,0.79,76.80445076204307,87.00886646591549,98.60634240240242
Run Time,Line 92,1015950 A,0.8,76.82033613495955,88.593589966162,99.5011963963964
Run Time,Line 92,1015950 A,0.81,76.82275298982573,88.68067409784564,100.2213017074217
Run Time,Line 92,1015950 A,0.82,76.82275298982573,88.7097021417402,101.83039696267694
Run Time,Line 92,1015950 A,0.83,76.82295412011153,88.73880637472632,102.59976029172029
Run Time,Line 92,1015950 A,0.84,76.82742464858292,88.82611907368474,105.55289575289575
Run Time,Line 92,1015950 A,0.85,76.8404265685352,88.82611907368474,105.55289575289575
Run Time,Line 92,1015950 A,0.86,76.8513583613051,88.82611907368474,105.55289575289575
Run Time,Line 92,1015950 A,0.87,76.86126575276185,88.9138919186192,105.55289575289575
Run Time,Line 92,1015950 A,0.88,76.86780972404391,89.17721045342262,105.55289575289575
Run Time,Line 92,1015950 A,0.89,76.90298062088989,89.26544647959683,105.55289575289575
Run Time,Line 92,1015950 A,0.9,76.91187451301579,89.41297338050191,105.55289575289575
Run Time,Line 92,1015950 A,0.91,76.91276572824769,89.59045902087365,105.55289575289575
Run Time,Line 92,1015950 A,0.92,77.00760083929686,89.76857126544796,105.55289575289575
Run Time,Line 92,1015950 A,0.93,77.06571710086907,91.54031938252916,105.55289575289575
Run Time,Line 92,1015950 A,0.94,77.10171502640812,92.21465745375765,105.55289575289575
Run Time,Line 92,1015950 A,0.95,77.1220380165501,92.46745753141565,105.55289575289575
Run Time,Line 92,1015950 A,0.96,77.16539639630687,92.97459166778539,105.55289575289575
Run Time,Line 92,1015950 A,0.97,77.24139108263537,93.10253835356676,105.55289575289575
Run Time,Line 92,1015950 A,0.98,77.268360605776,93.31672534689133,105.55289575289575
Run Time,Line 92,1015950 A,0.99,77.3056305825221,93.53138533768839,105.55289575289575
Run Time,Line 92,1015950 A,1.0,77.88446157043767,93.66075101588714,105.55289575289575
Run Time,Line 92,1015958 A,0.5,23.17388888888889,23.17388888888889,23.17388888888889
Run Time,Line 92,1015958 A,0.51,23.182067984357673,23.250539124087595,23.396189741575974
Run Time,Line 92,1015958 A,0.52,23.189381019430584,23.327189359286294,23.618490594263065
Run Time,Line 92,1015958 A,0.53,23.194420645964332,23.403839594484992,23.840791446950146
Run Time,Line 92,1015958 A,0.54,23.199460272498083,23.47411333907293,23.938291820935714
Run Time,Line 92,1015958 A,0.55,23.204499899031834,23.50931638530164,23.973391955570516
Run Time,Line 92,1015958 A,0.56,23.212886280849492,23.54451943153035,24.00849209020532
Run Time,Line 92,1015958 A,0.57,23.221969903351305,23.57972247775906,24.07869235947493
Run Time,Line 92,1015958 A,0.58,23.231053525853117,23.61492552398777,24.219092898014136
Run Time,Line 92,1015958 A,0.59,23.239619512751776,23.65012857021648,24.35949343655335
Run Time,Line 92,1015958 A,0.6,23.247338459572564,23.68533161644519,24.499893975092565
Run Time,Line 92,1015958 A,0.61,23.25505740639335,23.720534662673906,24.52797408280041
Run Time,Line 92,1015958 A,0.62,23.262776353214143,23.769319874946557,24.556054190508245
Run Time,Line 92,1015958 A,0.63,23.263308694374196,23.833950947603803,24.584134298216092
Run Time,Line 92,1015958 A,0.64,23.263308694374196,23.898582020261053,24.679294663226003
Run Time,Line 92,1015958 A,0.65,23.263308694374196,23.963213092918302,24.807995156886946
Run Time,Line 92,1015958 A,0.66,23.269105298117015,24.027844165575548,24.936695650547886
Run Time,Line 92,1015958 A,0.67,23.28111254872712,24.092475238232797,25.047456075395488
Run Time,Line 92,1015958 A,0.68,23.293119799337237,24.157106310890043,25.122336362616405
Run Time,Line 92,1015958 A,0.69,23.314803740754513,24.221737383547293,25.197216649837316
Run Time,Line 92,1015958 A,0.7,23.607435024772293,24.236652246468196,25.27209693705823
Run Time,Line 92,1015958 A,0.71,23.90006630879008,24.236652246468196,25.314217098619995
Run Time,Line 92,1015958 A,0.72,24.192697592807864,24.236652246468196,25.356337260181757
Run Time,Line 92,1015958 A,0.73,24.32457800493714,24.236652246468196,25.398457421743526
Run Time,Line 92,1015958 A,0.74,24.34298721338041,24.236652246468196,25.504537828639812
Run Time,Line 92,1015958 A,0.75,24.361396421823684,24.236652246468196,25.642598358203376
Run Time,Line 92,1015958 A,0.76,24.378264088767814,24.236652246468196,25.780658887766933
Run Time,Line 92,1015958 A,0.77,24.385497121342325,24.236969895907862,26.093440087512626
Run Time,Line 92,1015958 A,0.78,24.392730153916837,24.241099338623513,26.75566262762258
Run Time,Line 92,1015958 A,0.79,24.39996318649134,24.245228781339158,27.417885167732535
Run Time,Line 92,1015958 A,0.8,24.42330552335927,24.249358224054813,28.08010770784248
Run Time,Line 92,1015958 A,0.81,24.453897047159234,24.25348766677046,28.08010770784248
Run Time,Line 92,1015958 A,0.82,24.484488570959197,24.25761710948611,28.08010770784248
Run Time,Line 92,1015958 A,0.83,24.508028957624855,24.26174655220176,28.08010770784248
Run Time,Line 92,1015958 A,0.84,24.50940862758269,24.265875994917415,28.08010770784248
Run Time,Line 92,1015958 A,0.85,24.510788297540536,24.281274630005825,28.08010770784248
Run Time,Line 92,1015958 A,0.86,24.51216796749837,24.314703972890662,28.08010770784248
Run Time,Line 92,1015958 A,0.87,24.52847551864811,24.348133315775495,28.08010770784248
Run Time,Line 92,1015958 A,0.88,24.548677299674,24.381562658660336,28.08010770784248
Run Time,Line 92,1015958 A,0.89,24.568879080699887,24.414992001545173,28.08010770784248
Run Time,Line 92,1015958 A,0.9,24.583319416754787,24.448421344430017,28.08010770784248
Run Time,Line 92,1015958 A,0.91,24.586813007364803,24.48185068731485,28.08010770784248
Run Time,Line 92,1015958 A,0.92,24.590306597974827,24.515280030199687,28.08010770784248
Run Time,Line 92,1015958 A,0.93,24.593800188584844,24.572745844987242,28.08010770784248
Run Time,Line 92,1015958 A,0.94,24.631681606330645,24.640894536176003,28.08010770784248
Run Time,Line 92,1015958 A,0.95,24.673530850284422,24.709043227364763,28.08010770784248
Run Time,Line 92,1015958 A,0.96,24.7153800942382,24.777191918553534,28.08010770784248
Run Time,Line 92,1015958 A,0.97,24.73990338283636,24.84534060974229,28.08010770784248
Run Time,Line 92,1015958 A,0.98,24.743102418689148,24.913489300931055,28.08010770784248
Run Time,Line 92,1015958 A,0.99,24.74630145454194,24.981637992119815,28.08010770784248
Run Time,Line 92,1015958 A,1.0,24.74950049039473,25.049786683308582,28.08010770784248
Run Time,Line 92,1016060,0.5,5.663333333333333,5.663333333333333,5.663333333333333
Run Time,Line 92,1016060,0.51,5.663568956079816,5.696801323042998,5.7218899219694475
Run Time,Line 92,1016060,0.52,5.663804578826299,5.730269312752665,5.780446510605561
Run Time,Line 92,1016060,0.53,5.6640402015727815,5.763737302462329,5.839003099241674
Run Time,Line 92,1016060,0.54,5.664275824319264,5.797205292171996,5.897559687877788
Run Time,Line 92,1016060,0.55,5.664511447065747,5.830673281881661,5.956116276513902
Run Time,Line 92,1016060,0.56,5.66474706981223,5.864141271591326,6.0146728651500165
Run Time,Line 92,1016060,0.57,5.664982692558713,5.8976092613009925,6.073229453786129
Run Time,Line 92,1016060,0.58,5.665218315305196,5.931077251010658,6.0927981096823824
Run Time,Line 92,1016060,0.59,5.6654539380516775,5.964545240720324,6.105868776788658
Run Time,Line 92,1016060,0.6,5.66568956079816,5.998013230429988,6.1189394438949325
Run Time,Line 92,1016060,0.61,5.665925183544644,6.031481220139654,6.132010111001208
Run Time,Line 92,1016060,0.62,5.666160806291128,6.064949209849319,6.145080778107483
Run Time,Line 92,1016060,0.63,5.666396429037609,6.098417199558985,6.158151445213759
Run Time,Line 92,1016060,0.64,5.666632051784092,6.13188518926865,6.171222112320035
Run Time,Line 92,1016060,0.65,5.666867674530574,6.165353178978316,6.184292779426309
Run Time,Line 92,1016060,0.66,5.667103297277058,6.1988211686879815,6.197363446532585
Run Time,Line 92,1016060,0.67,5.667300277200429,6.232289158397647,6.210434113638861
Run Time,Line 92,1016060,0.68,5.6674199714775755,6.265757148107313,6.223504780745137
Run Time,Line 92,1016060,0.69,5.667539665754721,6.299225137816978,6.236575447851412
Run Time,Line 92,1016060,0.7,5.667659360031868,6.332693127526643,6.249646114957686
Run Time,Line 92,1016060,0.71,5.6677790543090145,6.366161117236309,6.262716782063962
Run Time,Line 92,1016060,0.72,5.667898748586161,6.399629106945974,6.279447235959996
Run Time,Line 92,1016060,0.73,5.668018442863309,6.433097096655639,6.298922529948346
Run Time,Line 92,1016060,0.74,5.6681381371404544,6.466565086365306,6.318397823936697
Run Time,Line 92,1016060,0.75,5.668257831417601,6.500033076074971,6.337873117925046
Run Time,Line 92,1016060,0.76,5.668377525694747,6.51360623099021,6.357348411913397
Run Time,Line 92,1016060,0.77,5.668497219971893,6.5271793859054466,6.376823705901747
Run Time,Line 92,1016060,0.78,5.66861691424904,6.5407525408206855,6.396298999890098
Run Time,Line 92,1016060,0.79,5.668736608526187,6.554325695735922,6.4157742938784486
Run Time,Line 92,1016060,0.8,5.668856302803333,6.567898850651161,6.435249587866799
Run Time,Line 92,1016060,0.81,5.668975997080479,6.581472005566399,6.454724881855149
Run Time,Line 92,1016060,0.82,5.669095691357626,6.595045160481636,6.474200175843498
Run Time,Line 92,1016060,0.83,5.6692153856347725,6.608618315396874,6.493675469831849
Run Time,Line 92,1016060,0.84,5.672291090185033,6.622191470312112,6.5131507638202
Run Time,Line 92,1016060,0.85,5.67684479987185,6.635764625227349,6.5326260578085495
Run Time,Line 92,1016060,0.86,5.681398509558667,6.649337780142587,6.548366875480822
Run Time,Line 92,1016060,0.87,5.685952219245484,6.662910935057825,6.554771502362897
Run Time,Line 92,1016060,0.88,5.690505928932302,6.676484089973062,6.561176129244971
Run Time,Line 92,1016060,0.89,5.695059638619119,6.6900572448883,6.567580756127047
Run Time,Line 92,1016060,0.9,5.699613348305937,6.703630399803538,6.573985383009122
Run Time,Line 92,1016060,0.91,5.704167057992754,6.717203554718776,6.580390009891197
Run Time,Line 92,1016060,0.92,5.708720767679572,6.730776709634014,6.586794636773272
Run Time,Line 92,1016060,0.93,5.713274477366388,6.744349864549251,6.593199263655347
Run Time,Line 92,1016060,0.94,5.717828187053207,6.757923019464489,6.599603890537421
Run Time,Line 92,1016060,0.95,5.722381896740024,6.7714961743797275,6.606008517419497
Run Time,Line 92,1016060,0.96,5.72693560642684,6.785069329294964,6.61241314430157
Run Time,Line 92,1016060,0.97,5.731489316113659,6.798642484210203,6.618817771183646
Run Time,Line 92,1016060,0.98,5.736043025800476,6.812215639125441,6.625222398065721
Run Time,Line 92,1016060,0.99,5.740596735487293,6.825788794040679,6.631627024947797
Run Time,Line 92,1016060,1.0,5.745150445174111,6.839361948955916,6.638031651829871
Run Time,Line 92,1016078 A,0.5,6.2733333333333325,6.2733333333333325,6.2733333333333325
Run Time,Line 92,1016078 A,0.51,6.27413322604605,6.2880941176470575,6.364331135531136
Run Time,Line 92,1016078 A,0.52,6.274933118758768,6.302854901960783,6.455328937728938
Run Time,Line 92,1016078 A,0.53,6.275733011471486,6.317615686274509,6.54632673992674
Run Time,Line 92,1016078 A,0.54,6.276532904184203,6.332376470588235,6.637324542124542
Run Time,Line 92,1016078 A,0.55,6.27733279689692,6.34713725490196,6.768536019536021
Run Time,Line 92,1016078 A,0.56,6.278132689609639,6.361898039215686,6.9480039072039075
Run Time,Line 92,1016078 A,0.57,6.278932582322356,6.37665882352941,7.127471794871795
Run Time,Line 92,1016078 A,0.58,6.279732475035074,6.391419607843137,7.306939682539683
Run Time,Line 92,1016078 A,0.59,6.280532367747791,6.406180392156862,7.486407570207569
Run Time,Line 92,1016078 A,0.6,6.281332260460509,6.4209411764705875,7.665875457875458
Run Time,Line 92,1016078 A,0.61,6.281856848147686,6.4357019607843124,7.845343345543347
Run Time,Line 92,1016078 A,0.62,6.282381435834863,6.450462745098039,8.024811233211235
Run Time,Line 92,1016078 A,0.63,6.28290602352204,6.465223529411764,8.204279120879121
Run Time,Line 92,1016078 A,0.64,6.2834306112092175,6.47998431372549,8.339320472120473
Run Time,Line 92,1016078 A,0.65,6.283955198896395,6.494745098039214,8.396615384615384
Run Time,Line 92,1016078 A,0.66,6.284479786583572,6.50950588235294,8.453910297110298
Run Time,Line 92,1016078 A,0.67,6.285004374270748,6.524266666666666,8.51120520960521
Run Time,Line 92,1016078 A,0.68,6.285528961957926,6.539027450980392,8.56850012210012
Run Time,Line 92,1016078 A,0.69,6.2860535496451035,6.553788235294117,8.625795034595034
Run Time,Line 92,1016078 A,0.7,6.286578137332279,6.5685490196078415,8.683089947089947
Run Time,Line 92,1016078 A,0.71,6.287144058718099,6.583309803921568,8.740384859584859
Run Time,Line 92,1016078 A,0.72,6.287709980103919,6.598070588235293,8.797679772079771
Run Time,Line 92,1016078 A,0.73,6.2882759014897385,6.612831372549018,8.949189580789579
Run Time,Line 92,1016078 A,0.74,6.2888418228755585,6.627592156862744,9.351939112739114
Run Time,Line 92,1016078 A,0.75,6.289407744261378,6.64235294117647,9.754688644688644
Run Time,Line 92,1016078 A,0.76,6.289973665647198,6.643081868796901,10.157438176638173
Run Time,Line 92,1016078 A,0.77,6.290539587033018,6.643810796417332,10.56018770858771
Run Time,Line 92,1016078 A,0.78,6.291105508418838,6.644539724037762,10.962937240537238
Run Time,Line 92,1016078 A,0.79,6.291671429804656,6.645268651658192,11.365686772486775
Run Time,Line 92,1016078 A,0.8,6.292237351190476,6.645997579278624,11.768436304436307
Run Time,Line 92,1016078 A,0.81,6.2944398605486,6.646726506899055,12.171185836385835
Run Time,Line 92,1016078 A,0.82,6.296642369906725,6.647455434519486,12.51074245014245
Run Time,Line 92,1016078 A,0.83,6.29884487926485,6.648184362139917,12.56593093203093
Run Time,Line 92,1016078 A,0.84,6.301047388622975,6.648913289760348,12.621119413919411
Run Time,Line 92,1016078 A,0.85,6.303249897981099,6.649642217380779,12.676307895807893
Run Time,Line 92,1016078 A,0.86,6.3054524073392235,6.650371145001209,12.731496377696377
Run Time,Line 92,1016078 A,0.87,6.307654916697348,6.65110007262164,12.78668485958486
Run Time,Line 92,1016078 A,0.88,6.309857426055473,6.6518290002420715,12.84187334147334
Run Time,Line 92,1016078 A,0.89,6.312059935413597,6.652557927862502,12.897061823361822
Run Time,Line 92,1016078 A,0.9,6.314262444771722,6.653286855482934,12.952250305250306
Run Time,Line 92,1016078 A,0.91,6.318102960411566,6.654015783103365,13.007055799755799
Run Time,Line 92,1016078 A,0.92,6.32194347605141,6.6547447107237945,13.05803142043142
Run Time,Line 92,1016078 A,0.93,6.325783991691253,6.655473638344225,13.109007041107041
Run Time,Line 92,1016078 A,0.94,6.329624507331097,6.656202565964657,13.159982661782662
Run Time,Line 92,1016078 A,0.95,6.333465022970941,6.656931493585088,13.210958282458282
Run Time,Line 92,1016078 A,0.96,6.337305538610785,6.657660421205519,13.261933903133901
Run Time,Line 92,1016078 A,0.97,6.341146054250629,6.65838934882595,13.312909523809525
Run Time,Line 92,1016078 A,0.98,6.344986569890473,6.659118276446379,13.363885144485144
Run Time,Line 92,1016078 A,0.99,6.348827085530316,6.659847204066811,13.414860765160764
Run Time,Line 92,1016078 A,1.0,6.35266760117016,6.660576131687242,13.465836385836386
